"id","sender","sender_id","condition","response","response_action","eveTopleft","eveTopright","eveDownleft","eveDownright","order_one_contents","order_two_contents","order_three_contents","order_four_contents","compare1","compare2","part","order_one_contents_options","order_two_contents_options","order_three_contents_options","order_four_contents_options"
"6yw7tevon7","show_choice","6_1_3_3_1_5_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"n4lb9un1xi","Welcome","0","C","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"n4lb9un1xi","Ranking_Screen","6_2_0_3_0_0_0","C","","keypress(Enter)","C","D","B","A","eveDownright","eveTopright","eveDownleft","eveTopleft",NA,NA,"fruit","A","D","B","C"
"n4lb9un1xi","show_choice","6_2_0_3_1_0_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_0_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_1_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_1_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_2_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_2_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_3_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_3_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_4_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_4_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_5_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"n4lb9un1xi","show_choice","6_2_0_3_1_5_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"n4lb9un1xi","Ranking_Screen","6_2_3_3_0_0_0","C","","keypress(Enter)","G","H","E","F","eveTopleft","eveDownleft","eveDownright","eveTopright",NA,NA,"veggie","G","E","F","H"
"n4lb9un1xi","show_choice","6_2_3_3_1_0_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_0_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_1_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_1_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_2_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_2_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_3_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_3_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_4_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_4_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_5_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"n4lb9un1xi","show_choice","6_2_3_3_1_5_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"lpkf9d5av8","Welcome","0","D","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"lpkf9d5av8","Ranking_Screen","6_3_0_3_0_0_0","D","","keypress(Enter)","H","E","F","G","eveTopright","eveDownright","eveTopleft","eveDownleft",NA,NA,"veggie","E","G","H","F"
"lpkf9d5av8","show_choice","6_3_0_3_1_0_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_0_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_1_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_1_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_2_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_2_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_3_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_3_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_4_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_4_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_5_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_0_3_1_5_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_0_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_0_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_1_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_1_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_2_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_2_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_3_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_3_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_4_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_4_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_5_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"lpkf9d5av8","show_choice","6_3_3_3_0_5_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"lpkf9d5av8","Ranking_Screen","6_3_3_3_1_0_0","D","","keypress(Enter)","B","D","C","A","eveDownright","eveTopleft","eveDownleft","eveTopright",NA,NA,"fruit","A","B","C","D"
"p03gugecsw","Welcome","0","B","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"p03gugecsw","Ranking_Screen","6_1_0_3_0_0_0","B","","keypress(Enter)","G","E","F","H","eveTopleft","eveTopright, eveDownleft","eveDownright","",NA,NA,"veggie","G","EF","H",""
"p03gugecsw","show_choice","6_1_0_3_1_0_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_0_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_1_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_1_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_2_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_2_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_3_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_3_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_4_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_4_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_5_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"p03gugecsw","show_choice","6_1_0_3_1_5_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_0_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_0_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_1_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_1_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_2_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_2_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_3_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_3_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_4_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_4_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_5_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"p03gugecsw","show_choice","6_1_3_3_0_5_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"p03gugecsw","Ranking_Screen","6_1_3_3_1_0_0","B","","keypress(Enter)","D","C","B","A","eveDownright","eveTopleft, eveTopright, eveDownleft","","",NA,NA,"fruit","A","DCB","",""
"q0y59j1a4g","Welcome","0","C","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_0_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_0_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_1_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_1_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_2_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_2_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_3_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_3_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_4_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_4_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_5_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"q0y59j1a4g","show_choice","6_2_0_3_0_5_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"q0y59j1a4g","Ranking_Screen","6_2_0_3_1_0_0","C","","keypress(Enter)","D","A","B","C","eveTopright","eveDownright","eveDownleft","eveTopleft",NA,NA,"fruit","A","C","B","D"
"q0y59j1a4g","show_choice","6_2_3_3_0_0_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_0_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_1_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_1_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_2_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_2_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_3_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_3_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_4_0_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_4_1_0","C","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_5_0_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"q0y59j1a4g","show_choice","6_2_3_3_0_5_1_0","C","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"q0y59j1a4g","Ranking_Screen","6_2_3_3_1_0_0","C","","keypress(Enter)","F","E","H","G","eveDownright, eveTopright","eveTopleft","eveDownleft","",NA,NA,"veggie","EG","F","H",""
"n86p60n803","Welcome","0","B","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"n86p60n803","show_choice","6_1_0_3_0_0_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_0_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_1_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_1_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_2_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_2_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_3_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_3_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_4_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_4_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_5_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"n86p60n803","show_choice","6_1_0_3_0_5_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"n86p60n803","Ranking_Screen","6_1_0_3_1_0_0","B","","keypress(Enter)","H","G","F","E","eveTopright","eveDownright","eveDownleft","eveTopleft",NA,NA,"veggie","G","E","F","H"
"n86p60n803","Ranking_Screen","6_1_3_3_0_0_0","B","","keypress(Enter)","A","B","D","C","eveTopleft","eveDownright","eveDownleft","eveTopright",NA,NA,"fruit","A","C","D","B"
"n86p60n803","show_choice","6_1_3_3_1_0_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_0_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","D","A","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_1_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_1_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","B","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_2_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_2_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","D","B","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_3_0_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_3_1_0","B","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","B","C","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_4_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_4_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","C","D","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_5_0_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"n86p60n803","show_choice","6_1_3_3_1_5_1_0","B","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
"i8de1kr6ti","Welcome","0","D","Continue","keypress(Enter)",NA,NA,NA,NA,"","","","",NA,NA,NA,"","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_0_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_0_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","F","G","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_1_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_1_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","H","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_2_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_2_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","E","F","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_3_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_3_1_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","G","E","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_4_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_4_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","G","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_5_0_0","D","compare1","keypress(s,S)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"i8de1kr6ti","show_choice","6_3_0_3_0_5_1_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","H","F","veggie","","","",""
"i8de1kr6ti","Ranking_Screen","6_3_0_3_1_0_0","D","","keypress(Enter)","F","G","H","E","eveTopright","eveDownright","eveTopleft","eveDownleft",NA,NA,"veggie","G","E","F","H"
"i8de1kr6ti","show_choice","6_3_3_3_0_0_0_0","D","compare2","keypress(l,L)",NA,NA,NA,NA,"","","","","A","C","fruit","","","",""
